X: nr=541; t='T2tt'; mgl=1000000.0; mstop=806.5; mlsp=440.7; id0='t2b2MT2400_500MET250_450'; r0=0.22; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.21; n1=21; id2='t1b2MT2450_650MET400_500'; r2=0.17; n2=26; id3='t1b1MT2400_550MET400_500'; r3=0.15; n3=3; id4='t1b2MT2450_650MET500_600'; r4=0.15; n4=27; id5='t2b1MT2450+MET450_600'; r5=0.13; n5=53; id6='t2b2MT2500+MET450_600'; r6=0.13; n6=67; id7='t2b2MT2400_500MET450_600'; r7=0.11; n7=64; id8='t1b2MT2350_450MET500_600'; r8=0.11; n8=22; id9='t2b2MT2300_400MET250_350'; r9=0.11; n9=60.
X: nr=542; t='T1tttt'; mgl=1910.7; mstop=1000000.0; mlsp=1147.7; id0='t2b3+MT2300_1300MET500+'; r0=0.11; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.06; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b3+MT2900_1300MET350_500'; r3=0.04; n3=73; id4='t1b3+MT21000_1500MET550+'; r4=0.03; n4=40; id5='t2b2MT2400+MET600+'; r5=0.03; n5=65; id6='t1b3+MT21500+MET550+'; r6=0.03; n6=43; id7='t2b3+MT21300+MET350_500'; r7=0.02; n7=75; id8='t3+b2MT2300+MET400+'; r8=0.02; n8=81; id9='t1b3+MT21000_1500MET450_550'; r9=0.02; n9=39.
X: nr=543; t='T2tt'; mgl=1000000.0; mstop=475.5; mlsp=265.5; id0='t2b2MT2200_300MET250_350'; r0=0.49; n0=55; id1='t1b2MT2200_350MET250_400'; r1=0.34; n1=15; id2='t1b2MT2200_350MET400_500'; r2=0.28; n2=16; id3='t2b1MT2200_300MET250_350'; r3=0.28; n3=44; id4='t2b2MT2200_300MET350_450'; r4=0.28; n4=56; id5='t2b1MT2200_300MET350_450'; r5=0.27; n5=45; id6='t2b2MT2200_300MET450_600'; r6=0.26; n6=58; id7='t2b1MT2300_450MET250_350'; r7=0.23; n7=49; id8='t1b2MT2200_350MET500_600'; r8=0.21; n8=17; id9='t2b1MT2200_300MET450_600'; r9=0.21; n9=47.
X: nr=544; t='T2tt'; mgl=1000000.0; mstop=1008.1; mlsp=613.5; id0='t1b2MT2450_650MET500_600'; r0=0.07; n0=27; id1='t1b2MT2450_650MET400_500'; r1=0.06; n1=26; id2='t2b2MT2400_500MET250_450'; r2=0.06; n2=63; id3='t2b2MT2500+MET450_600'; r3=0.06; n3=67; id4='t1b2MT2350_450MET400_500'; r4=0.06; n4=21; id5='t2b1MT2450+MET450_600'; r5=0.05; n5=53; id6='t2b2MT2400+MET600+'; r6=0.04; n6=65; id7='t1b2MT2350_450MET500_600'; r7=0.04; n7=22; id8='t2b1MT2450+MET600+'; r8=0.04; n8=54; id9='t1b1MT2400_550MET400_500'; r9=0.04; n9=3.
X: nr=545; t='T1tttt'; mgl=1809.0; mstop=1000000.0; mlsp=833.7; id0='t2b3+MT21300+MET500+'; r0=0.23; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.16; n1=83; id2='t2b3+MT2300_1300MET500+'; r2=0.13; n2=71; id3='t1b3+MT21500+MET550+'; r3=0.11; n3=43; id4='t2b2MT2400+MET600+'; r4=0.09; n4=65; id5='t1b3+MT21000_1500MET550+'; r5=0.06; n5=40; id6='t3+b2MT2300+MET400+'; r6=0.06; n6=81; id7='t2b3+MT21300+MET350_500'; r7=0.05; n7=75; id8='t1b2MT2650+MET750+'; r8=0.05; n8=31; id9='t2b1MT2450+MET600+'; r9=0.05; n9=54.
X: nr=546; t='T1tttt'; mgl=2017.7; mstop=1000000.0; mlsp=1195.8; id0='t2b3+MT2300_1300MET500+'; r0=0.06; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.05; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.05; n2=83; id3='t2b2MT2400+MET600+'; r3=0.02; n3=65; id4='t1b3+MT21000_1500MET550+'; r4=0.02; n4=40; id5='t2b3+MT2900_1300MET350_500'; r5=0.02; n5=73; id6='t1b3+MT21500+MET550+'; r6=0.02; n6=43; id7='t3+b2MT2300+MET400+'; r7=0.02; n7=81; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t2b1MT2450+MET600+'; r9=0.01; n9=54.
X: nr=547; t='T1tttt'; mgl=2044.0; mstop=1000000.0; mlsp=754.1; id0='t2b3+MT21300+MET500+'; r0=0.10; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.07; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.02; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.01; n8=19; id9='t2b3+MT2300_1300MET500+'; r9=0.01; n9=71.
X: nr=548; t='T1tttt'; mgl=1850.7; mstop=1000000.0; mlsp=973.2; id0='t2b3+MT21300+MET500+'; r0=0.15; n0=76; id1='t2b3+MT2300_1300MET500+'; r1=0.13; n1=71; id2='t3+b3+MT2300+MET350+'; r2=0.11; n2=83; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b3+MT21500+MET550+'; r4=0.06; n4=43; id5='t1b3+MT21000_1500MET550+'; r5=0.06; n5=40; id6='t2b3+MT21300+MET350_500'; r6=0.04; n6=75; id7='t2b3+MT2900_1300MET350_500'; r7=0.04; n7=73; id8='t3+b2MT2300+MET400+'; r8=0.04; n8=81; id9='t1b2MT2650+MET750+'; r9=0.03; n9=31.
X: nr=549; t='T1tttt'; mgl=2126.4; mstop=1000000.0; mlsp=910.4; id0='t2b3+MT21300+MET500+'; r0=0.06; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.04; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.04; n2=43; id3='t2b2MT2400+MET600+'; r3=0.02; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.01; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.01; n8=75; id9='t2b3+MT2300_1300MET500+'; r9=0.01; n9=71.
X: nr=550; t='T1tttt'; mgl=2056.0; mstop=1000000.0; mlsp=45.2; id0='t2b3+MT21300+MET500+'; r0=0.10; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.07; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.03; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t3+b1MT2300+MET350+'; r7=0.01; n7=78; id8='t1b2MT2200_650MET750+'; r8=0.01; n8=19; id9='t1b3+MT21500+MET350_550'; r9=0.01; n9=42.
X: nr=551; t='T2tt'; mgl=1000000.0; mstop=1122.1; mlsp=88.7; id0='t2b1MT2450+MET600+'; r0=0.21; n0=54; id1='t1b2MT2650+MET750+'; r1=0.21; n1=31; id2='t2b2MT2400+MET600+'; r2=0.15; n2=65; id3='t1b1MT2750+MET750+'; r3=0.13; n3=14; id4='t1b1MT2550_750MET750+'; r4=0.06; n4=10; id5='t1b2MT2650+MET600_750'; r5=0.06; n5=30; id6='t1b1MT2550_750MET600_750'; r6=0.05; n6=9; id7='t1b2MT2200_650MET750+'; r7=0.04; n7=19; id8='t2b2MT2500+MET450_600'; r8=0.04; n8=67; id9='t1b2MT2450_650MET600_750'; r9=0.04; n9=28.
X: nr=552; t='T1tttt'; mgl=2095.4; mstop=1000000.0; mlsp=463.6; id0='t2b3+MT21300+MET500+'; r0=0.08; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.06; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.05; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=553; t='T2tt'; mgl=1000000.0; mstop=1123.1; mlsp=203.2; id0='t2b1MT2450+MET600+'; r0=0.20; n0=54; id1='t1b2MT2650+MET750+'; r1=0.20; n1=31; id2='t2b2MT2400+MET600+'; r2=0.14; n2=65; id3='t1b1MT2750+MET750+'; r3=0.13; n3=14; id4='t1b1MT2550_750MET750+'; r4=0.07; n4=10; id5='t1b2MT2650+MET600_750'; r5=0.05; n5=30; id6='t1b2MT2200_650MET750+'; r6=0.05; n6=19; id7='t1b2MT2450_650MET500_600'; r7=0.04; n7=27; id8='t1b1MT2550_750MET600_750'; r8=0.04; n8=9; id9='t1b2MT2450_650MET600_750'; r9=0.04; n9=28.
X: nr=554; t='T1tttt'; mgl=1821.0; mstop=1000000.0; mlsp=782.7; id0='t2b3+MT21300+MET500+'; r0=0.24; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.17; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.12; n2=43; id3='t2b3+MT2300_1300MET500+'; r3=0.10; n3=71; id4='t2b2MT2400+MET600+'; r4=0.09; n4=65; id5='t3+b2MT2300+MET400+'; r5=0.06; n5=81; id6='t1b3+MT21000_1500MET550+'; r6=0.06; n6=40; id7='t1b2MT2650+MET750+'; r7=0.05; n7=31; id8='t2b3+MT21300+MET350_500'; r8=0.05; n8=75; id9='t2b1MT2450+MET600+'; r9=0.05; n9=54.
X: nr=555; t='T1tttt'; mgl=1847.3; mstop=1000000.0; mlsp=208.2; id0='t2b3+MT21300+MET500+'; r0=0.27; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.19; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.17; n2=43; id3='t2b2MT2400+MET600+'; r3=0.10; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.07; n4=81; id5='t1b2MT2650+MET750+'; r5=0.06; n5=31; id6='t2b1MT2450+MET600+'; r6=0.06; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.04; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.04; n8=75; id9='t1b3+MT21500+MET350_550'; r9=0.04; n9=42.
X: nr=556; t='T1tttt'; mgl=1930.1; mstop=1000000.0; mlsp=76.8; id0='t2b3+MT21300+MET500+'; r0=0.18; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.12; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.11; n2=83; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b2MT2650+MET750+'; r4=0.05; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.04; n5=81; id6='t2b1MT2450+MET600+'; r6=0.04; n6=54; id7='t2b3+MT21300+MET350_500'; r7=0.03; n7=75; id8='t1b2MT2200_650MET750+'; r8=0.03; n8=19; id9='t3+b1MT2300+MET350+'; r9=0.03; n9=78.
X: nr=557; t='T2tt'; mgl=1000000.0; mstop=430.7; mlsp=226.8; id0='t2b2MT2200_300MET250_350'; r0=0.64; n0=55; id1='t1b2MT2200_350MET250_400'; r1=0.38; n1=15; id2='t2b1MT2200_300MET250_350'; r2=0.37; n2=44; id3='t2b2MT2200_300MET350_450'; r3=0.33; n3=56; id4='t2b1MT2200_300MET350_450'; r4=0.31; n4=45; id5='t2b2MT2200_300MET450_600'; r5=0.30; n5=58; id6='t1b2MT2200_350MET400_500'; r6=0.29; n6=16; id7='t1b2MT2200_350MET500_600'; r7=0.21; n7=17; id8='t1b3+MT2300_1000MET250_350'; r8=0.21; n8=32; id9='t2b2MT2300_400MET250_350'; r9=0.20; n9=60.
X: nr=558; t='T2tt'; mgl=1000000.0; mstop=1058.2; mlsp=37.9; id0='t2b1MT2450+MET600+'; r0=0.33; n0=54; id1='t1b2MT2650+MET750+'; r1=0.30; n1=31; id2='t2b2MT2400+MET600+'; r2=0.23; n2=65; id3='t1b1MT2750+MET750+'; r3=0.19; n3=14; id4='t1b2MT2650+MET600_750'; r4=0.10; n4=30; id5='t1b1MT2550_750MET750+'; r5=0.10; n5=10; id6='t1b1MT2550_750MET600_750'; r6=0.08; n6=9; id7='t1b2MT2450_650MET600_750'; r7=0.08; n7=28; id8='t1b2MT2450_650MET500_600'; r8=0.07; n8=27; id9='t1b2MT2200_650MET750+'; r9=0.07; n9=19.
X: nr=559; t='T2tt'; mgl=1000000.0; mstop=974.3; mlsp=174.6; id0='t2b1MT2450+MET600+'; r0=0.44; n0=54; id1='t2b2MT2400+MET600+'; r1=0.31; n1=65; id2='t1b2MT2650+MET750+'; r2=0.31; n2=31; id3='t1b1MT2750+MET750+'; r3=0.17; n3=14; id4='t1b2MT2650+MET600_750'; r4=0.16; n4=30; id5='t1b1MT2550_750MET600_750'; r5=0.15; n5=9; id6='t1b1MT2550_750MET750+'; r6=0.14; n6=10; id7='t1b2MT2450_650MET500_600'; r7=0.14; n7=27; id8='t1b2MT2450_650MET600_750'; r8=0.14; n8=28; id9='t2b2MT2500+MET450_600'; r9=0.13; n9=67.
X: nr=560; t='T1tttt'; mgl=2137.5; mstop=1000000.0; mlsp=948.0; id0='t2b3+MT21300+MET500+'; r0=0.06; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.04; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.04; n2=43; id3='t2b2MT2400+MET600+'; r3=0.02; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.01; n5=81; id6='t2b1MT2450+MET600+'; r6=0.01; n6=54; id7='t2b3+MT2300_1300MET500+'; r7=0.01; n7=71; id8='t2b3+MT21300+MET350_500'; r8=0.01; n8=75; id9='t1b2MT2200_650MET750+'; r9=0.01; n9=19.
X: nr=561; t='T2tt'; mgl=1000000.0; mstop=465.2; mlsp=190.6; id0='t2b2MT2300_400MET250_350'; r0=1.28; n0=60; id1='t1b2MT2200_350MET250_400'; r1=1.27; n1=15; id2='t2b1MT2300_450MET250_350'; r2=0.98; n2=49; id3='t2b2MT2200_300MET250_350'; r3=0.82; n3=55; id4='t1b3+MT2300_1000MET250_350'; r4=0.71; n4=32; id5='t2b2MT2300_400MET350_450'; r5=0.68; n5=61; id6='t1b1MT2300_400MET250_400'; r6=0.65; n6=46; id7='t1b2MT2200_350MET400_500'; r7=0.63; n7=16; id8='t1b1MT2200_300MET250_400'; r8=0.51; n8=1; id9='t2b1MT2300_450MET350_450'; r9=0.50; n9=50.
X: nr=562; t='T1tttt'; mgl=2161.0; mstop=1000000.0; mlsp=1329.6; id0='t2b3+MT2300_1300MET500+'; r0=0.03; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.03; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.02; n2=83; id3='t2b2MT2400+MET600+'; r3=0.01; n3=65; id4='t1b3+MT21000_1500MET550+'; r4=0.01; n4=40; id5='t1b3+MT21500+MET550+'; r5=0.01; n5=43; id6='t2b3+MT2900_1300MET350_500'; r6=0.01; n6=73; id7='t3+b2MT2300+MET400+'; r7=0.01; n7=81; id8='t2b1MT2450+MET600+'; r8=0.01; n8=54; id9='t1b2MT2650+MET750+'; r9=0.01; n9=31.
X: nr=563; t='T1tttt'; mgl=2039.0; mstop=1000000.0; mlsp=145.7; id0='t2b3+MT21300+MET500+'; r0=0.11; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.08; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.07; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t3+b2MT2300+MET400+'; r4=0.03; n4=81; id5='t1b2MT2650+MET750+'; r5=0.03; n5=31; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t1b3+MT21500+MET350_550'; r9=0.01; n9=42.
X: nr=564; t='T2tt'; mgl=1000000.0; mstop=729.5; mlsp=309.4; id0='t2b2MT2400_500MET250_450'; r0=0.50; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.47; n1=21; id2='t2b2MT2500+MET450_600'; r2=0.44; n2=67; id3='t1b2MT2450_650MET500_600'; r3=0.43; n3=27; id4='t1b2MT2450_650MET400_500'; r4=0.43; n4=26; id5='t1b1MT2400_550MET400_500'; r5=0.38; n5=3; id6='t2b1MT2450+MET450_600'; r6=0.31; n6=53; id7='t1b1MT2400_550MET500_600'; r7=0.28; n7=4; id8='t2b2MT2400_500MET450_600'; r8=0.28; n8=64; id9='t2b1MT2300_450MET350_450'; r9=0.26; n9=50.
X: nr=565; t='T2tt'; mgl=1000000.0; mstop=869.7; mlsp=492.0; id0='t2b2MT2400_500MET250_450'; r0=0.14; n0=63; id1='t1b2MT2350_450MET400_500'; r1=0.13; n1=21; id2='t1b2MT2450_650MET500_600'; r2=0.13; n2=27; id3='t1b2MT2450_650MET400_500'; r3=0.12; n3=26; id4='t2b2MT2500+MET450_600'; r4=0.12; n4=67; id5='t1b1MT2400_550MET400_500'; r5=0.10; n5=3; id6='t2b1MT2450+MET450_600'; r6=0.10; n6=53; id7='t1b2MT2350_450MET500_600'; r7=0.10; n7=22; id8='t2b1MT2300_450MET350_450'; r8=0.08; n8=50; id9='t2b1MT2450+MET250_450'; r9=0.08; n9=52.
X: nr=566; t='T2tt'; mgl=1000000.0; mstop=941.3; mlsp=418.9; id0='t2b1MT2450+MET600+'; r0=0.21; n0=54; id1='t1b2MT2450_650MET500_600'; r1=0.19; n1=27; id2='t2b2MT2400+MET600+'; r2=0.17; n2=65; id3='t2b2MT2500+MET450_600'; r3=0.17; n3=67; id4='t1b2MT2450_650MET600_750'; r4=0.14; n4=28; id5='t2b1MT2450+MET450_600'; r5=0.13; n5=53; id6='t1b1MT2550_750MET600_750'; r6=0.11; n6=9; id7='t1b2MT2450_650MET400_500'; r7=0.10; n7=26; id8='t2b3+MT2300_1300MET500+'; r8=0.10; n8=71; id9='t2b2MT2400_500MET250_450'; r9=0.10; n9=63.
X: nr=567; t='T2tt'; mgl=1000000.0; mstop=759.8; mlsp=388.4; id0='t1b2MT2350_450MET400_500'; r0=0.31; n0=21; id1='t1b2MT2450_650MET400_500'; r1=0.29; n1=26; id2='t2b2MT2400_500MET250_450'; r2=0.28; n2=63; id3='t1b1MT2400_550MET400_500'; r3=0.22; n3=3; id4='t1b2MT2200_350MET400_500'; r4=0.19; n4=16; id5='t2b2MT2300_400MET250_350'; r5=0.19; n5=60; id6='t1b2MT2450_650MET500_600'; r6=0.19; n6=27; id7='t2b2MT2400_500MET450_600'; r7=0.18; n7=64; id8='t2b1MT2300_450MET350_450'; r8=0.18; n8=50; id9='t1b2MT2350_450MET500_600'; r9=0.16; n9=22.
X: nr=568; t='T1tttt'; mgl=1969.1; mstop=1000000.0; mlsp=320.4; id0='t2b3+MT21300+MET500+'; r0=0.15; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.10; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.09; n2=83; id3='t2b2MT2400+MET600+'; r3=0.06; n3=65; id4='t1b2MT2650+MET750+'; r4=0.05; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.04; n5=81; id6='t2b1MT2450+MET600+'; r6=0.04; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t3+b1MT2300+MET350+'; r9=0.02; n9=78.
X: nr=569; t='T2tt'; mgl=1000000.0; mstop=425.2; mlsp=175.8; id0='t1b2MT2200_350MET250_400'; r0=1.19; n0=15; id1='t2b2MT2300_400MET250_350'; r1=1.07; n1=60; id2='t2b2MT2200_300MET250_350'; r2=1.06; n2=55; id3='t2b1MT2300_450MET250_350'; r3=0.91; n3=49; id4='t1b3+MT2300_1000MET250_350'; r4=0.68; n4=32; id5='t2b1MT2200_300MET250_350'; r5=0.59; n5=44; id6='t1b2MT2200_350MET400_500'; r6=0.59; n6=16; id7='t1b1MT2300_400MET250_400'; r7=0.57; n7=46; id8='t2b2MT2200_300MET350_450'; r8=0.53; n8=56; id9='t2b1MT2200_300MET350_450'; r9=0.49; n9=45.
X: nr=570; t='T1tttt'; mgl=2025.2; mstop=1000000.0; mlsp=304.7; id0='t2b3+MT21300+MET500+'; r0=0.12; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.09; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.07; n2=83; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b2MT2650+MET750+'; r4=0.04; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.03; n5=81; id6='t2b1MT2450+MET600+'; r6=0.03; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.02; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.02; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=571; t='T1tttt'; mgl=1824.1; mstop=1000000.0; mlsp=1213.3; id0='t2b3+MT2300_1300MET500+'; r0=0.10; n0=71; id1='t2b3+MT2900_1300MET350_500'; r1=0.07; n1=73; id2='t3+b3+MT2300+MET350+'; r2=0.06; n2=83; id3='t2b3+MT21300+MET500+'; r3=0.04; n3=76; id4='t2b3+MT2300_900MET350_500'; r4=0.03; n4=70; id5='t2b3+MT2900_1300MET250_350'; r5=0.03; n5=72; id6='t1b3+MT2300_1000MET450_550'; r6=0.02; n6=34; id7='t1b3+MT21000_1500MET450_550'; r7=0.02; n7=39; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t1b3+MT2300_1000MET350_450'; r9=0.02; n9=33.
X: nr=572; t='T1tttt'; mgl=2007.6; mstop=1000000.0; mlsp=844.3; id0='t2b3+MT21300+MET500+'; r0=0.11; n0=76; id1='t3+b3+MT2300+MET350+'; r1=0.07; n1=83; id2='t1b3+MT21500+MET550+'; r2=0.07; n2=43; id3='t2b2MT2400+MET600+'; r3=0.04; n3=65; id4='t1b2MT2650+MET750+'; r4=0.03; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.03; n5=81; id6='t2b1MT2450+MET600+'; r6=0.02; n6=54; id7='t2b3+MT2300_1300MET500+'; r7=0.02; n7=71; id8='t2b3+MT21300+MET350_500'; r8=0.02; n8=75; id9='t1b3+MT21000_1500MET550+'; r9=0.02; n9=40.
X: nr=573; t='T2tt'; mgl=1000000.0; mstop=1012.6; mlsp=169.1; id0='t2b1MT2450+MET600+'; r0=0.33; n0=54; id1='t1b2MT2650+MET750+'; r1=0.30; n1=31; id2='t2b2MT2400+MET600+'; r2=0.26; n2=65; id3='t1b1MT2750+MET750+'; r3=0.14; n3=14; id4='t1b2MT2650+MET600_750'; r4=0.12; n4=30; id5='t1b1MT2550_750MET750+'; r5=0.11; n5=10; id6='t1b2MT2450_650MET500_600'; r6=0.11; n6=27; id7='t1b1MT2550_750MET600_750'; r7=0.11; n7=9; id8='t1b2MT2450_650MET600_750'; r8=0.09; n8=28; id9='t2b3+MT2300_1300MET500+'; r9=0.09; n9=71.
X: nr=574; t='T1tttt'; mgl=2082.6; mstop=1000000.0; mlsp=1234.9; id0='t2b3+MT2300_1300MET500+'; r0=0.04; n0=71; id1='t2b3+MT21300+MET500+'; r1=0.04; n1=76; id2='t3+b3+MT2300+MET350+'; r2=0.03; n2=83; id3='t2b2MT2400+MET600+'; r3=0.02; n3=65; id4='t1b3+MT21000_1500MET550+'; r4=0.02; n4=40; id5='t1b3+MT21500+MET550+'; r5=0.01; n5=43; id6='t2b3+MT2900_1300MET350_500'; r6=0.01; n6=73; id7='t3+b2MT2300+MET400+'; r7=0.01; n7=81; id8='t2b1MT2450+MET600+'; r8=0.01; n8=54; id9='t1b2MT2650+MET750+'; r9=0.01; n9=31.
X: nr=575; t='T1tttt'; mgl=1947.0; mstop=1000000.0; mlsp=1309.9; id0='t2b3+MT2300_1300MET500+'; r0=0.07; n0=71; id1='t3+b3+MT2300+MET350+'; r1=0.04; n1=83; id2='t2b3+MT2900_1300MET350_500'; r2=0.03; n2=73; id3='t2b3+MT21300+MET500+'; r3=0.02; n3=76; id4='t2b2MT2400+MET600+'; r4=0.02; n4=65; id5='t3+b3+MT2300+MET250_350'; r5=0.02; n5=82; id6='t2b3+MT2900_1300MET250_350'; r6=0.01; n6=72; id7='t3+b2MT2300+MET400+'; r7=0.01; n7=81; id8='t2b3+MT2300_900MET350_500'; r8=0.01; n8=70; id9='t1b3+MT21000_1500MET450_550'; r9=0.01; n9=39.
X: nr=576; t='T2tt'; mgl=1000000.0; mstop=670.9; mlsp=375.8; id0='t2b2MT2300_400MET250_350'; r0=0.30; n0=60; id1='t1b2MT2200_350MET250_400'; r1=0.26; n1=15; id2='t2b1MT2300_450MET250_350'; r2=0.25; n2=49; id3='t2b2MT2400_500MET250_450'; r3=0.22; n3=63; id4='t2b1MT2300_450MET350_450'; r4=0.22; n4=50; id5='t1b2MT2200_350MET400_500'; r5=0.21; n5=16; id6='t2b2MT2300_400MET350_450'; r6=0.20; n6=61; id7='t1b2MT2350_450MET400_500'; r7=0.19; n7=21; id8='t2b1MT2300_450MET450_600'; r8=0.17; n8=51; id9='t1b1MT2300_400MET250_400'; r9=0.17; n9=46.
X: nr=577; t='T1tttt'; mgl=2148.5; mstop=1000000.0; mlsp=301.8; id0='t2b3+MT21300+MET500+'; r0=0.06; n0=76; id1='t1b3+MT21500+MET550+'; r1=0.05; n1=43; id2='t3+b3+MT2300+MET350+'; r2=0.04; n2=83; id3='t2b2MT2400+MET600+'; r3=0.03; n3=65; id4='t1b2MT2650+MET750+'; r4=0.02; n4=31; id5='t3+b2MT2300+MET400+'; r5=0.02; n5=81; id6='t2b1MT2450+MET600+'; r6=0.01; n6=54; id7='t1b2MT2200_650MET750+'; r7=0.01; n7=19; id8='t3+b1MT2300+MET350+'; r8=0.01; n8=78; id9='t2b3+MT21300+MET350_500'; r9=0.01; n9=75.
X: nr=578; t='T2tt'; mgl=1000000.0; mstop=547.6; mlsp=241.4; id0='t2b2MT2300_400MET250_350'; r0=0.97; n0=60; id1='t1b2MT2200_350MET250_400'; r1=0.84; n1=15; id2='t2b1MT2300_450MET250_350'; r2=0.79; n2=49; id3='t2b2MT2300_400MET350_450'; r3=0.66; n3=61; id4='t2b1MT2300_450MET350_450'; r4=0.60; n4=50; id5='t1b2MT2200_350MET400_500'; r5=0.55; n5=16; id6='t2b2MT2400_500MET250_450'; r6=0.53; n6=63; id7='t1b1MT2300_400MET250_400'; r7=0.52; n7=46; id8='t1b3+MT2300_1000MET250_350'; r8=0.48; n8=32; id9='t1b2MT2350_450MET400_500'; r9=0.47; n9=21.
